commune_code,quartier,region,departement,milieu_residence,nb_enfants_0_4,nb_enfants_5_15,nb_adultes_H,nb_adultes_F,taille_menage,statut_occupation,type_habitat,proxy_niveau_vie,proxy_niveau_vie_label,cm_sexe,cm_age,cm_tranche_age,repondant_statut,repondant_est_cm,cm_branche_etudes,cm_niveau_etudes,cm_alpha_francais,cm_alpha_anglais,cm_alpha_arabe,cm_alpha_lng_nat,cm_est_alphabetise,cm_situation_matrimoniale,cm_statut_emploi,cm_secteur_emploi,cm_revenu,src__v1,src__v2,src__v3,src__v4,src__v5,src__v6,src__v7,sources_dechets_liste,nb_sources_dechets,nat__v8,nat__v9,nat__v10,nat__v11,nat__v12,nat__v13,nat__v14,nat__v15,nat__v16,nat__v17,natures_dechets_liste,nb_natures_dechets,mode_stockage,stockage_couvert,place_stockage,capacite_stockage_suffisante,tri_avant_evacuation,revente_dechets,types_revendus_liste,raison_non_revente,proportion_traitee_soi,traitement_enfouissement,traitement_incineration,traitement_recyclage,traitement_compostage,au_moins_un_traitement,acces_benne_tasseuse,benne_service_principal,benne_point_distance,benne_point_nettoyage,benne_heure_convient,benne_frequence,satisfaction_benne,service_alternatif_type,service_alternatif_raison,a_service_alternatif,service_evacuation_payant,montant_evacuation_tranche,frequence_paiement,montant_mensuel_evacuation_fcfa,responsable_evacuation,existence_bacs_quartier,satisfaction_bacs_quartier,corbeilles_rue_presentes,satisfaction_corbeilles_disposition,satisfaction_corbeilles_qualite,acces_depotoire_normalise,depot_sauvage_rue,eaux_usees_rue,depot_sauvage_observe,dernier_depot_sauvage,contact_autorites_depot,satisfaction_reaction_autorites,nuisible__v23,nuisible__v24,nuisible__v25,nuisible__v26,nuisible__v27,nuisible__v28,nuisible__v29,nuisibles_liste,nb_nuisibles,service_balayage_rues,satisfaction_balayage,operations_nettoyage_quartier,place_publique_presence,place_publique_gestionnaire,place_publique_salubrite,marche_present,marche_gestionnaire,marche_gestion_qualite,connait_UCG,campagne_sensibilisation,satisfaction_sensibilisation,duree_quartier_sup_1mois,maladie__v30,maladie__v31,maladie__v32,maladie__v33,maladie__v34,maladie__v35,maladie__v36,maladie__v37,maladie__v38,maladies_declarees_liste,nb_maladies_declarees,aucune_maladie,nb_types_maladies_menage,maladie_potentiellement_liee_dechets,perception_risque_sanitaire,suggestions_amelioration
7,CITE,,,,1,1,0,2,4.0,Locataire,Appartement,1,Moyen-bas,Femme,38,35-44 ans,Chef de ménage,Oui,Coranique / Daara,,Non,Non,Non,Non,Non,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Devant la maison / entrée,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Non,Oui,Régulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Non,Non,,,Oui,Autre,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,BALAYAGE PLUS FREQUENT
2,Sacre coeur3,,,,0,0,2,3,5.0,Propriétaire,Appartement,2,Moyen-haut,Homme,70,60 ans et plus,Fils/Fille du CM,Non,Aucun,Supérieur,Oui,Non,Non,Oui,Oui,,,,,1,0,0,0,0,0,0,Consommation alimentaire / cuisine,1,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Poubelle avec couvercle,Oui,Dans la cour,Oui,Oui,Non,,Pas connaissance,La totalité,Non,Non,Oui (partie),Non,Oui,Oui — mais pas utilisé,,,,,,,,,Non,,,,0.0,,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Oui, très souvent","Non, jamais","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Non,Oui,UCG,Satisfait / Bon,Oui,UCG,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,0,1,0,0,0,0,0,0,0,Asthme,1,0,1,Oui,,"Des corbeilles, formation sur le re cyclage"
2,Sacre coeur3,,,,0,0,0,4,4.0,Propriétaire,Appartement,2,Moyen-haut,Femme,99,60 ans et plus,Autre,Non,Aucun,Supérieur,Oui,Non,Non,Non,Oui,,,,,1,0,0,0,0,0,0,Consommation alimentaire / cuisine,1,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Dans la maison / chambre,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,,,Non,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,,,Non,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,Debrasser des dechets palastiques
2,Sacrecoeur,,,,0,1,3,4,8.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,99,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Ne sait pas,Oui,Ne sait pas,Ne sait pas,Ne sait pas,Oui,,,,,1,0,0,1,0,0,0,Consommation alimentaire / cuisine | Animaux domestiques,2,1,1,0,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Excréments d'animaux,3,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,,,Non,Non,,,,,,Non,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,Camion
2,Sacrecoeur,,,,0,0,2,3,5.0,Locataire,Baraque / Habitat précaire,0,Faible,Homme,55,45-59 ans,Fils/Fille du CM,Non,Aucun,Supérieur,Oui,Oui,Non,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Oui, très souvent","Non, jamais","Oui, fréquemment",Plus de 7 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Non,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,0,0,1,0,1,0,0,0,0,Rhume | Toux,2,0,2,Oui,,Regularite du  ramassage
2,SACRE COEUR LIBERTE 6 EXTENSION,,,,1,1,4,12,18.0,Locataire,Chambre(s) en bande,0,Faible,Homme,99,60 ans et plus,Petit-fils/Petite-fille,Non,Aucun,Supérieur,Oui,Oui,Non,Oui,Oui,,,,,1,1,0,1,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Animaux domestiques,3,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle avec couvercle,Oui,Dans la cour,Non,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Non,,,Non,"Oui, rarement","Oui, rarement","Oui, rarement",,,,1,1,1,1,0,1,0,Moustiques | Mouches | Cafards | Souris | Rats,5,,,Non,Non,,,,,,Oui,Non,,1 mois et plus,1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non,,Regroupement des jeunes pour le set setal
26,KEUR MASSAR UNITE 2,,,,5,3,1,1,10.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,45,45-59 ans,Conjoint(e) du CM,Non,Coranique / Daara,,Non,Non,Non,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle sans couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Très bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, très souvent","Non, jamais","Non, jamais",,,,1,1,1,1,0,0,0,Moustiques | Mouches | Cafards | Souris,4,Non,,Oui,Non,,,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Pas de sugestion
26,PARCELLE ASSAINIE UNITE 2,,,,0,2,3,2,7.0,Locataire,Baraque / Habitat précaire,0,Faible,Femme,45,45-59 ans,Fils/Fille du CM,Non,Aucun,Primaire,Oui,Non,Non,Oui,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,1,1,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus,4,Poubelle avec couvercle,Non,Devant la maison / entrée,Non,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Non,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Oui,Très satisfait / Très bon,Pas satisfait / Mauvais,Oui,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,1,1,1,1,0,Moustiques | Mouches | Cafards | Souris | Vers | Rats,6,Non,,Oui,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Non,,,Non,Non,,1 mois et plus,0,0,0,1,0,0,0,0,0,Sinusite,1,0,1,Oui,,CREATION D'ASSACIATION
26,PARCELLE UNITE 3,,,,2,0,3,2,7.0,Locataire,Baraque / Habitat précaire,0,Faible,Homme,65,60 ans et plus,Fils/Fille du CM,Non,Aucun,Supérieur,Oui,Non,Oui,Non,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,0,0,1,0,0,0,0,0,0,0,Restes d'aliments,1,Coin de la cour / à même le sol,Non,Devant la maison / entrée,Oui,Non,Non,,Pas intéressé,La totalité,Non,Non,Non,Non,Non,,,,,,,,,,Non,,,,0.0,,Non,,Oui,Pas satisfait / Mauvais,Satisfait / Bon,Oui,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Non,,Non,Oui,Mairie,Satisfait / Bon,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Oui,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,MISE A DISPOSITION D'UNE POUBELLE PUBLIQUE DANS LE QUARTIER
26,KEUR MASSAR UNITE 5,,,,1,2,1,1,5.0,Locataire,Baraque / Habitat précaire,0,Faible,Femme,31,25-34 ans,Chef de ménage,Oui,Aucun,Primaire,Oui,Non,Non,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Poubelle sans couvercle,Oui,Devant la maison / entrée,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,1,0,1,0,Moustiques | Mouches | Cafards | Souris | Rats,5,Non,,Oui,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Oui,Aucun gestionnaire identifié,Très satisfait / Très bon,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,Pas de sugestion
26,PARCELLE UNITE 4,,,,1,1,1,3,6.0,Locataire,Baraque / Habitat précaire,0,Faible,Homme,70,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Primaire,Oui,Non,Non,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,0,1,0,0,0,0,0,0,0,Plastiques | Restes d'aliments,2,Poubelle avec couvercle,Oui,Dans la cour,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Irrégulière,Très bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,Non,,Oui,Non,,,Oui,Mairie,Très satisfait / Très bon,Non,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,FORMATION DES JEUNES EN MATIERE DE GESTION
31,CHIEKH NGOM,,,,0,2,2,3,7.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,80,60 ans et plus,Chef de ménage,Oui,Aucun,Primaire,Oui,Non,Non,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Poubelle sans couvercle,Non,Dans la cour,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Très bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Non,Non,,,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,1,0,0,0,1,0,0,0,0,Fièvre | Toux,2,0,2,Oui,,Intervention du chef de quartier
31,CHIEKH NGOM,,,,1,0,3,2,6.0,Locataire,Baraque / Habitat précaire,0,Faible,Homme,75,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Primaire,Oui,Non,Non,Non,Oui,,,,,1,1,0,1,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Animaux domestiques,3,1,1,0,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Excréments d'animaux,3,Poubelle sans couvercle,Non,Dans la cour,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Non,Irrégulière,Très bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Non, jamais","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Non,,,Non,,,Non,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,Neant
31,CHIEKH NGOM,,,,0,2,0,3,5.0,Locataire,Baraque / Habitat précaire,0,Faible,Femme,80,60 ans et plus,Chef de ménage,Oui,Coranique / Daara,,Non,Non,Non,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Poubelle sans couvercle,Non,Devant la maison / entrée,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Oui,Oui,Irrégulière,Très bon,,,Non,,,,0.0,Femme de ménage,Non,,Oui,Satisfait / Bon,Satisfait / Bon,Oui,"Non, jamais","Oui, très souvent","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Oui,Non,,,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non,,NEANT
31,CHIEKH NGOM,,,,2,4,3,5,14.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,58,45-59 ans,Fils/Fille du CM,Non,Franco-arabe,Primaire,Non,Non,Oui,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / cuisine | Entretien du logement,2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Éloignée,Oui,Non,Irrégulière,Mauvais,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Oui,Satisfait / Bon,Très satisfait / Très bon,Oui,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Satisfait / Bon,Oui,Non,,,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Oui,Non,,1 mois et plus,1,1,0,0,0,0,0,0,0,Fièvre | Asthme,2,0,2,Oui,,EVITEZ L'ACCUMULATION DES ORDURES DANS LE MARCHE
31,CHIEKH NGOM,,,,0,2,2,3,7.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,43,35-44 ans,Fils/Fille du CM,Non,Aucun,Primaire,Oui,Non,Non,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Non,Non,Irrégulière,Bon,,,Non,,,,0.0,Autre membre féminin adulte,Non,,Oui,Pas satisfait / Mauvais,Satisfait / Bon,Oui,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Oui,Satisfait / Bon,Oui,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,PLUS ACTIVE AU NIVEAU DES MARCHES
3,SACRE COEUR 3,,,,0,1,2,3,6.0,Locataire,Baraque / Habitat précaire,1,Moyen-bas,Homme,99,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Supérieur,Oui,Non,Non,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation,2,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Dans la cour,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Non,,,,,,,Charrette / collecteur informel,Seul service disponible,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Oui, fréquemment",Plus de 7 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,Non,,Non,Non,,,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,AMELIORATION DES SERVICES DU CAMION
26,SACRE COEUR,,,,2,0,0,3,5.0,Locataire,Baraque / Habitat précaire,0,Faible,Femme,28,25-34 ans,Chef de ménage,Oui,Aucun,Supérieur,Oui,Non,Non,Non,Oui,,,,,1,0,0,0,0,0,0,Consommation alimentaire / cuisine,1,1,1,1,1,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Métal,5,Poubelle avec couvercle,Oui,Dans la cour,Non,Non,Non,,Manque de temps,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Irrégulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Oui,Satisfait / Bon,Pas satisfait / Mauvais,Oui,"Oui, rarement","Non, jamais","Oui, fréquemment",2 à 7 jours,Non,,1,1,1,1,1,1,0,Moustiques | Mouches | Cafards | Souris | Vers | Rats,6,Non,,Non,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,,,Oui,Non,,1 mois et plus,0,0,1,0,1,0,0,0,0,Rhume | Toux,2,0,2,Oui,,"PASSAGE AU MOINS 3 FOIS, ET PATIENTER 30 MN A L'ARRET"
3,SACRECOEUR 2,,,,0,0,1,6,7.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,75,60 ans et plus,Conjoint(e) du CM,Non,Aucun,Secondaire,Oui,Non,Non,Non,Oui,,,,,1,0,0,0,0,0,0,Consommation alimentaire / cuisine,1,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Non,Irrégulière,Mauvais,,,Non,,,,0.0,Femme de ménage,Oui,Très satisfait / Très bon,Oui,Très satisfait / Très bon,Très satisfait / Très bon,Oui,"Oui, très souvent","Non, jamais","Non, jamais",,,,1,0,1,0,0,0,0,Moustiques | Cafards,2,Non,,Oui,Non,,,Oui,Aucun gestionnaire identifié,Pas satisfait / Mauvais,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,PAS DE SUGGESTION
3,SACRE COEUR EXTENSION,,,,0,1,2,2,5.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,53,45-59 ans,Fils/Fille du CM,Non,Aucun,Supérieur,Oui,Non,Non,Non,Oui,,,,,1,0,0,0,0,0,0,Consommation alimentaire / cuisine,1,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle avec couvercle,Oui,Devant la maison / entrée,Non,Oui,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Acceptable,Non,Non,Irrégulière,Mauvais,,,Non,,,,0.0,Autre membre féminin adulte,Ne sait pas,,Non,,,Non,"Oui, très souvent","Non, jamais","Oui, rarement",,,,1,1,1,1,0,0,0,Moustiques | Mouches | Cafards | Souris,4,Non,,Oui,Non,,,Non,,,Non,Non,,1 mois et plus,1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non,,FREQUENCE DE PASSAGE
2,Sacre coeur,,,,3,4,2,4,13.0,Locataire,Chambre(s) en bande,0,Faible,Femme,70,60 ans et plus,Père/Mère du CM,Non,Aucun,Primaire,Oui,Non,Oui,Oui,Oui,,,,,1,1,0,1,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Animaux domestiques | Entretien du logement,4,1,1,0,1,0,0,0,1,0,0,Plastiques | Papier / Carton | Vêtements / Tissus | Excréments d'animaux,4,Poubelle avec couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,Non,,,,0.0,,Non,,Oui,Très satisfait / Très bon,Satisfait / Bon,Oui,"Oui, rarement","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,,,Non,Oui,Association de quartier,Très satisfait / Très bon,Oui,UCG,Pas satisfait / Mauvais,Oui,Non,,1 mois et plus,0,1,0,1,0,0,0,0,0,Asthme | Sinusite,2,0,2,Oui,,Implication de la mairie pas de probleme de camion
44,Liberté 3,,,,1,1,2,7,11.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Femme,55,45-59 ans,Chef de ménage,Oui,Coranique / Daara,,Non,Non,Non,Non,Non,,,,,1,1,0,1,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Animaux domestiques | Entretien du logement,4,1,1,1,1,0,0,1,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Métal | Excréments d'animaux,6,Poubelle sans couvercle,Oui,Autre,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Non,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, très souvent","Oui, rarement","Non, jamais",,,,1,1,1,1,0,1,0,Moustiques | Mouches | Cafards | Souris | Rats,5,Oui,Satisfait / Bon,Non,Oui,Opérateur privé,Satisfait / Bon,Non,,,Oui,Non,,1 mois et plus,0,0,1,1,1,0,0,0,0,Rhume | Sinusite | Toux,3,0,3,Oui,,Interdire les depots sauvages
44,Liberté 3,,,,0,2,3,1,6.0,Propriétaire,Chambre(s) en bande,2,Moyen-haut,Femme,99,60 ans et plus,Fils/Fille du CM,Non,Aucun,Primaire,Oui,Non,Non,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,1,1,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers | Métal,6,Poubelle sans couvercle,Oui,Dans la cour,Non,Non,Non,,Pas intéressé,Aucune partie,,,,,Non,Oui — service utilisé,Non,,,,,,Charrette / collecteur informel,Moins cher / gratuit,Oui,Oui,Moins de 200 FCFA,Par jour,3000.0,,Non,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,1,0,0,0,0,Cafards,1,Non,,Oui,Oui,UCG,Satisfait / Bon,Non,,,Oui,Non,,1 mois et plus,1,0,1,0,0,0,0,0,0,Fièvre | Rhume,2,0,2,Non,,Mettre en place des bac à ordures
44,Liberté 3,,,,3,2,2,4,11.0,Propriétaire,Chambre(s) en bande,1,Moyen-bas,Homme,72,60 ans et plus,Autre personne non apparentée,Non,Aucun,Secondaire,Oui,Non,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / cuisine | Gestion foyer hors alimentation | Entretien du logement,3,1,1,1,0,0,1,0,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets verts | Médicaments,5,Poubelle sans couvercle,Oui,Dans la cour,Oui,Non,Non,,Pas connaissance,Aucune partie,,,,,Non,Oui — service utilisé,Oui,Proche,Oui,Oui,Régulière,Bon,,,Non,,,,0.0,Femme de ménage,Non,,Non,,,Non,"Oui, rarement","Non, jamais","Oui, rarement",,,,0,0,0,0,0,0,0,,0,Non,,Non,Non,,,Non,,,Non,Non,,1 mois et plus,0,1,0,1,1,0,0,0,0,Asthme | Sinusite | Toux,3,0,3,Oui,,Faire régulièrement des enquêtes de ce genre
21,Khar yalla,,,,2,3,1,2,8.0,Propriétaire,Appartement,2,Moyen-haut,Homme,45,45-59 ans,Petit-fils/Petite-fille,Non,Coranique / Daara,,Non,Non,Non,Non,Non,,,,,1,0,0,0,0,0,0,Consommation alimentaire / cuisine,1,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle sans couvercle,Non,Dans la maison / chambre,Oui,Non,Non,,Pas connaissance,La totalité,Non,Non,Non,Non,Non,,,,,,,,,,Non,,,,0.0,,Ne sait pas,,Non,,,Non,"Oui, rarement","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,0,,0,Non,,Oui,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Oui,Aucun gestionnaire identifié,Satisfait / Bon,Non,Non,,1 mois et plus,0,0,0,0,0,0,0,1,0,Aucune maladie,0,1,1,Non,,
